STATION_FROM,STATION_TO,DISTANCE
27,17,1.7897
17,28,3.2721
28,17,3.2721
17,29,1.1519000000000001
29,17,1.1519000000000001
17,30,2.3364000000000003
30,17,2.3364000000000003
17,31,1.9150999999999998
31,17,1.9150999999999998
17,32,2.4628
32,17,2.4628
17,33,1.948
33,17,1.948
17,34,1.6393
34,17,1.6393
17,35,1.4625
35,17,1.4625
17,36,1.2554
36,17,1.2554
17,37,0.7343999999999999
37,17,0.7343999999999999
17,38,2.8123
38,17,2.8123
17,39,1.9635
39,17,1.9635
17,40,1.5418
40,17,1.5418
17,41,1.5587
41,17,1.5587
17,42,1.8165
42,17,1.8165
17,43,1.3814000000000002
43,17,1.3814000000000002
17,44,3.0015
44,17,3.0015
17,45,2.4957
45,17,2.4957
17,47,2.1727
47,17,2.1727
17,48,2.7777
48,17,2.7777
17,49,3.0143
49,17,3.0143
17,50,1.9539000000000002
50,17,1.9539000000000002
17,51,0.3514
51,17,0.3514
17,52,0.8377
52,17,0.8377
17,53,0.8377
53,17,0.8377
17,54,1.3393
54,17,1.3393
17,55,1.2488
55,17,1.2488
17,56,2.5789
56,17,2.5789
17,57,2.4449
57,17,2.4449
17,58,2.7426
58,17,2.7426
17,59,2.9653
59,17,2.9653
17,60,2.8592
60,17,2.8592
17,61,2.7453000000000003
61,17,2.7453000000000003
17,62,3.1684
62,17,3.1684
17,63,2.4576
63,17,2.4576
17,64,3.0675
64,17,3.0675
17,65,3.1619
65,17,3.1619
17,66,3.4156
66,17,3.4156
17,67,3.6761
67,17,3.6761
17,68,3.6295
68,17,3.6295
17,69,2.9907
69,17,2.9907
17,71,0.5558
71,17,0.5558
17,72,0.921
72,17,0.921
17,73,0.9558
73,17,0.9558
17,74,1.1643
74,17,1.1643
17,75,1.595
75,17,1.595
17,76,1.8206
76,17,1.8206
17,77,1.9202000000000001
77,17,1.9202000000000001
17,78,3.0385999999999997
78,17,3.0385999999999997
17,79,2.6231999999999998
79,17,2.6231999999999998
17,80,2.173
80,17,2.173
17,82,2.2858
82,17,2.2858
17,83,3.0394
83,17,3.0394
17,84,2.9997
84,17,2.9997
17,85,3.2571999999999997
85,17,3.2571999999999997
17,86,2.2973000000000003
86,17,2.2973000000000003
17,87,1.8167
87,17,1.8167
17,88,2.1752
88,17,2.1752
17,89,2.2314000000000003
89,17,2.2314000000000003
17,90,3.8404000000000003
90,17,3.8404000000000003
17,91,3.9806999999999997
91,17,3.9806999999999997
17,92,2.1968
92,17,2.1968
17,93,2.5713000000000004
93,17,2.5713000000000004
17,94,2.4991999999999996
94,17,2.4991999999999996
17,95,2.4024
95,17,2.4024
17,96,2.8171
96,17,2.8171
17,97,3.5356
97,17,3.5356
17,98,1.9053
98,17,1.9053
17,99,2.9485
99,17,2.9485
17,100,2.0983
100,17,2.0983
17,101,1.4011
101,17,1.4011
17,102,2.3726
102,17,2.3726
17,103,2.9781
103,17,2.9781
17,104,3.0366999999999997
104,17,3.0366999999999997
17,105,3.7338
105,17,3.7338
17,106,3.3846999999999996
106,17,3.3846999999999996
17,107,3.458
107,17,3.458
17,108,2.7554000000000003
108,17,2.7554000000000003
17,109,2.8589
109,17,2.8589
17,110,2.3375
110,17,2.3375
17,111,3.2969
111,17,3.2969
17,112,3.4777
112,17,3.4777
17,113,1.9518
113,17,1.9518
17,114,2.3553
114,17,2.3553
17,115,3.1213
115,17,3.1213
17,116,2.5006999999999997
116,17,2.5006999999999997
17,117,3.9871999999999996
117,17,3.9871999999999996
18,19,2.2783
19,18,2.2783
18,20,2.1559
20,18,2.1559
18,21,2.2754000000000003
21,18,2.2754000000000003
18,22,3.0122
22,18,3.0122
18,23,3.0075
23,18,3.0075
18,24,3.9021
24,18,3.9021
18,25,2.3781
25,18,2.3781
18,26,1.8105
26,18,1.8105
18,27,1.9053
27,18,1.9053
18,28,4.2002
28,18,4.2002
18,29,2.0801
29,18,2.0801
18,30,3.2645
30,18,3.2645
18,31,2.8432
31,18,2.8432
18,32,2.5784000000000002
32,18,2.5784000000000002
18,33,2.8761
33,18,2.8761
18,34,1.2361
34,18,1.2361
18,35,2.3907
35,18,2.3907
18,36,1.371
36,18,1.371
18,37,0.85
37,18,0.85
18,38,3.7404
38,18,3.7404
18,39,1.5603
39,18,1.5603
18,40,2.47
40,18,2.47
18,41,1.1555
41,18,1.1555
18,42,2.7445999999999997
42,18,2.7445999999999997
18,43,0.6778
43,18,0.6778
18,44,3.9297
44,18,3.9297
18,45,3.4239
45,18,3.4239
18,47,2.4649
47,18,2.4649
18,48,3.7058
48,18,3.7058
18,49,3.7079
49,18,3.7079
18,50,2.882
50,18,2.882
18,51,0.7084
51,18,0.7084
18,52,0.6914
52,18,0.6914
18,53,0.9532999999999999
53,18,0.9532999999999999
18,54,0.9361
54,18,0.9361
18,55,0.8456
55,18,0.8456
18,56,3.0583
56,18,3.0583
18,57,3.3588
57,18,3.3588
18,58,3.249
58,18,3.249
18,59,3.8934
59,18,3.8934
18,60,3.7873
60,18,3.7873
18,61,3.6734
61,18,3.6734
18,62,3.1660999999999997
62,18,3.1660999999999997
18,63,2.7062
63,18,2.7062
18,64,3.065
64,18,3.065
18,65,4.0901
65,18,4.0901
18,66,4.3437
66,18,4.3437
18,67,4.6042
67,18,4.6042
18,68,3.7353
68,18,3.7353
18,69,3.2392
69,18,3.2392
18,71,0.5298999999999999
71,18,0.5298999999999999
18,72,1.8492
72,18,1.8492
18,73,1.8839000000000001
73,18,1.8839000000000001
18,74,2.0924
74,18,2.0924
18,75,2.5231
75,18,2.5231
18,76,2.7488
76,18,2.7488
18,77,2.8483
77,18,2.8483
18,78,3.9667
78,18,3.9667
18,79,3.5513000000000003
79,18,3.5513000000000003
18,80,3.1010999999999997
80,18,3.1010999999999997
18,82,3.214
82,18,3.214
18,83,3.6193
83,18,3.6193
18,84,2.9501999999999997
84,18,2.9501999999999997
18,85,3.2077
85,18,3.2077
18,86,3.2254
86,18,3.2254
18,87,2.7448
87,18,2.7448
18,88,3.1033000000000004
88,18,3.1033000000000004
18,89,1.8282
89,18,1.8282
18,90,4.0187
90,18,4.0187
18,91,3.5776
91,18,3.5776
18,92,3.1249000000000002
92,18,3.1249000000000002
18,93,3.4995
93,18,3.4995
18,94,3.4273000000000002
94,18,3.4273000000000002
18,95,3.3305
95,18,3.3305
18,96,3.8955
96,18,3.8955
18,97,3.8829000000000002
97,18,3.8829000000000002
18,98,2.0209
98,18,2.0209
18,99,3.386
99,18,3.386
18,100,3.0264
100,18,3.0264
18,101,2.3293000000000004
101,18,2.3293000000000004
18,102,3.3007
102,18,3.3007
18,103,3.9061999999999997
103,18,3.9061999999999997
18,104,3.9648000000000003
104,18,3.9648000000000003
18,105,4.661899999999999
105,18,4.661899999999999
18,106,4.3128
106,18,4.3128
18,107,4.386100000000001
107,18,4.386100000000001
18,108,3.6835999999999998
108,18,3.6835999999999998
18,109,3.787
109,18,3.787
18,110,3.2656
110,18,3.2656
18,111,4.225
111,18,4.225
18,112,4.4058
112,18,4.4058
18,113,2.3003
113,18,2.3003
18,114,1.9521
114,18,1.9521
18,115,4.0494
115,18,4.0494
18,116,3.4288000000000003
116,18,3.4288000000000003
18,117,4.0977
117,18,4.0977
19,20,0.3195
20,19,0.3195
19,21,2.2408
21,19,2.2408
19,22,2.0105
22,19,2.0105
19,23,2.2624
23,19,2.2624
19,24,3.157
24,19,3.157
19,25,0.7006
25,19,0.7006
19,26,0.8914
26,19,0.8914
19,27,1.8707
27,19,1.8707
19,28,3.2435
28,19,3.2435
19,29,3.7311
29,19,3.7311
19,30,3.7034000000000002
30,19,3.7034000000000002
19,31,3.6623
31,19,3.6623
19,32,1.5768
32,19,1.5768
19,33,2.7026
33,19,2.7026
19,34,1.7641
34,19,1.7641
19,35,4.0417
35,19,4.0417
19,36,1.3365
36,19,1.3365
19,37,2.4725
37,19,2.4725
19,38,2.9953000000000003
38,19,2.9953000000000003
19,39,0.7201000000000001
39,19,0.7201000000000001
19,40,3.289
40,19,3.289
19,41,0.9964
41,19,0.9964
19,42,4.3957
42,19,4.3957
19,43,1.9987000000000001
43,19,1.9987000000000001
19,44,3.5141
44,19,3.5141
19,45,2.6788000000000003
45,19,2.6788000000000003
19,47,0.199
47,19,0.199
19,48,2.0049
48,19,2.0049
19,49,1.8329000000000002
49,19,1.8329000000000002
19,50,4.5331
50,19,4.5331
19,51,2.331
51,19,2.331
19,52,1.6879000000000002
52,19,1.6879000000000002
19,53,2.5759000000000003
53,19,2.5759000000000003
19,54,1.9809
54,19,1.9809
19,55,1.3134000000000001
55,19,1.3134000000000001
19,56,0.5662999999999999
56,19,0.5662999999999999
19,57,0.8667
57,19,0.8667
19,58,0.7606
58,19,0.7606
19,59,3.5101
59,19,3.5101
19,60,3.8270999999999997
60,19,3.8270999999999997
19,61,3.5888
61,19,3.5888
19,62,1.4886
62,19,1.4886
19,63,1.0286
63,19,1.0286
19,64,2.0633000000000004
64,19,2.0633000000000004
19,65,2.4482
65,19,2.4482
19,66,2.7019
66,19,2.7019
19,67,2.9624
67,19,2.9624
19,68,1.8602
68,19,1.8602
19,69,1.3642
69,19,1.3642
19,71,2.1525
71,19,2.1525
19,72,3.5002
72,19,3.5002
19,73,3.535
73,19,3.535
19,74,3.7435
74,19,3.7435
19,75,4.1742
75,19,4.1742
19,76,4.5131000000000006
76,19,4.5131000000000006
19,77,3.9876
77,19,3.9876
19,78,4.141100000000001
78,19,4.141100000000001
19,79,3.9659
79,19,3.9659
19,80,4.7522
80,19,4.7522
19,82,4.929399999999999
82,19,4.929399999999999
19,83,4.9401
83,19,4.9401
19,84,4.271
84,19,4.271
19,85,4.5285
85,19,4.5285
19,86,4.8765
86,19,4.8765
19,87,4.395899999999999
87,19,4.395899999999999
19,88,4.7543999999999995
88,19,4.7543999999999995
19,89,0.5722
89,19,0.5722
19,90,2.1435999999999997
90,19,2.1435999999999997
19,91,1.4125999999999999
91,19,1.4125999999999999
19,92,4.776
92,19,4.776
19,93,5.1505
93,19,5.1505
19,94,5.078399999999999
94,19,5.078399999999999
19,95,4.9816
95,19,4.9816
19,96,5.216399999999999
96,19,5.216399999999999
19,97,5.2036999999999995
97,19,5.2036999999999995
19,98,1.9863
98,19,1.9863
19,99,1.9632
99,19,1.9632
19,100,4.6775
100,19,4.6775
19,101,3.9803
101,19,3.9803
19,102,4.0234000000000005
102,19,4.0234000000000005
19,103,5.557300000000001
103,19,5.557300000000001
19,104,5.6159
104,19,5.6159
19,105,5.6149
105,19,5.6149
19,106,5.2657
106,19,5.2657
19,107,5.3391
107,19,5.3391
19,108,5.0528
108,19,5.0528
19,109,3.031
109,19,3.031
19,110,5.1829
110,19,5.1829
19,111,3.3639
111,19,3.3639
19,112,3.2085
112,19,3.2085
19,113,0.6227999999999999
113,19,0.6227999999999999
19,114,0.1998
114,19,0.1998
19,115,2.8018
115,19,2.8018
19,116,4.2692
116,19,4.2692
19,117,2.2226999999999997
117,19,2.2226999999999997
20,21,2.4023000000000003
21,20,2.4023000000000003
20,22,1.712
22,20,1.712
20,23,1.9639000000000002
23,20,1.9639000000000002
20,24,2.8584
24,20,2.8584
20,25,0.402
25,20,0.402
20,26,0.5928
26,20,0.5928
20,27,2.0321
27,20,2.0321
20,28,2.9449
28,20,2.9449
20,29,3.3879
29,20,3.3879
20,30,3.4049
30,20,3.4049
20,31,3.3636999999999997
31,20,3.3636999999999997
20,32,1.2782
32,20,1.2782
20,33,2.4041
33,20,2.4041
20,34,2.0906
34,20,2.0906
20,35,3.7403000000000004
35,20,3.7403000000000004
20,36,1.4979
36,20,1.4979
20,37,2.1564
37,20,2.1564
20,38,2.6968
38,20,2.6968
20,39,1.0466
39,20,1.0466
20,40,2.9905
40,20,2.9905
20,41,1.3229000000000002
41,20,1.3229000000000002
20,42,4.0942
42,20,4.0942
20,43,2.3251999999999997
43,20,2.3251999999999997
20,44,3.2155
44,20,3.2155
20,45,2.3802
45,20,2.3802
20,47,0.673
47,20,0.673
20,48,1.9039000000000001
48,20,1.9039000000000001
20,49,1.7318
49,20,1.7318
20,50,4.2317
50,20,4.2317
20,51,2.6575
51,20,2.6575
20,52,1.8493
52,20,1.8493
20,53,2.2596999999999996
53,20,2.2596999999999996
20,54,2.3074
54,20,2.3074
20,55,1.6399000000000001
55,20,1.6399000000000001
20,56,0.6204
56,20,0.6204
20,57,0.5054
57,20,0.5054
20,58,0.811
58,20,0.811
20,59,3.2115
59,20,3.2115
20,60,3.4935
60,20,3.4935
20,61,3.2902
61,20,3.2902
20,62,1.19
62,20,1.19
20,63,0.7301
63,20,0.7301
20,64,1.7648
64,20,1.7648
20,65,2.3472
65,20,2.3472
20,66,2.6008
66,20,2.6008
20,67,2.8613000000000004
67,20,2.8613000000000004
20,68,1.7592
68,20,1.7592
20,69,1.2632
69,20,1.2632
20,71,2.0268
71,20,2.0268
20,72,3.8266999999999998
72,20,3.8266999999999998
20,73,3.8615
73,20,3.8615
20,74,4.07
74,20,4.07
20,75,4.5007
75,20,4.5007
20,76,4.839600000000001
76,20,4.839600000000001
20,77,3.6891
77,20,3.6891
20,78,3.6729000000000003
78,20,3.6729000000000003
20,79,3.6673
79,20,3.6673
20,80,5.0786999999999995
80,20,5.0786999999999995
20,82,5.2559
82,20,5.2559
20,83,5.2666
83,20,5.2666
20,84,4.5975
84,20,4.5975
20,85,4.855
85,20,4.855
20,86,4.587
86,20,4.587
20,87,4.1064
87,20,4.1064
20,88,4.4529
88,20,4.4529
20,89,0.6501
89,20,0.6501
20,90,2.0425999999999997
90,20,2.0425999999999997
20,91,1.7623
91,20,1.7623
20,92,4.4865
92,20,4.4865
20,93,4.8611
93,20,4.8611
20,94,4.789
94,20,4.789
20,95,4.9364
95,20,4.9364
20,96,5.5428999999999995
96,20,5.5428999999999995
20,97,5.5302
97,20,5.5302
20,98,2.1477
98,20,2.1477
20,99,1.4099000000000002
99,20,1.4099000000000002
20,100,4.388
100,20,4.388
20,101,3.6370999999999998
101,20,3.6370999999999998
20,102,3.7248
102,20,3.7248
20,103,5.2558
103,20,5.2558
20,104,5.3144
104,20,5.3144
20,105,5.1467
105,20,5.1467
20,106,4.7976
106,20,4.7976
20,107,4.8709
107,20,4.8709
20,108,4.5846
108,20,4.5846
20,109,2.7434000000000003
109,20,2.7434000000000003
20,110,4.7147
110,20,4.7147
20,111,3.0653
111,20,3.0653
20,112,3.1075
112,20,3.1075
20,113,0.32430000000000003
113,20,0.32430000000000003
20,114,1.0757999999999999
114,20,1.0757999999999999
20,115,2.7008
115,20,2.7008
20,116,3.9707
116,20,3.9707
20,117,2.1216
117,20,2.1216
21,22,1.0219
22,21,1.0219
21,23,1.2739
23,21,1.2739
21,24,2.1684
24,21,2.1684
21,25,0.6477
25,21,0.6477
21,26,0.5658
26,21,0.5658
21,27,2.5795
27,21,2.5795
21,28,2.2549
28,21,2.2549
21,29,2.6979
29,21,2.6979
21,30,2.7148000000000003
30,21,2.7148000000000003
21,31,2.6736999999999997
31,21,2.6736999999999997
21,32,0.5882000000000001
32,21,0.5882000000000001
21,33,1.7141
33,21,1.7141
21,34,2.638
34,21,2.638
21,35,3.0502
35,21,3.0502
21,36,2.0453
36,21,2.0453
21,37,2.7038
37,21,2.7038
21,38,2.0067
38,21,2.0067
21,39,1.594
39,21,1.594
21,40,2.3004000000000002
40,21,2.3004000000000002
21,41,1.8702999999999999
41,21,1.8702999999999999
21,42,3.4042
42,21,3.4042
21,43,2.8726
43,21,2.8726
21,44,2.5255
44,21,2.5255
21,45,1.6902000000000001
45,21,1.6902000000000001
21,47,1.3294000000000001
47,21,1.3294000000000001
21,48,1.9721
48,21,1.9721
21,49,1.7377
49,21,1.7377
21,50,3.5416
50,21,3.5416
21,51,3.2049000000000003
51,21,3.2049000000000003
21,52,2.3966999999999996
52,21,2.3966999999999996
21,53,2.8070999999999997
53,21,2.8070999999999997
21,54,2.8548
54,21,2.8548
21,55,2.1873
55,21,2.1873
21,56,0.9907999999999999
56,21,0.9907999999999999
21,57,0.8568
57,21,0.8568
21,58,1.0268
58,21,1.0268
21,59,2.5215
59,21,2.5215
21,60,2.8035
60,21,2.8035
21,61,2.6001999999999996
61,21,2.6001999999999996
21,62,1.1959000000000002
62,21,1.1959000000000002
21,63,0.5481
63,21,0.5481
21,64,1.0747
64,21,1.0747
21,65,2.3564000000000003
65,21,2.3564000000000003
21,66,2.61
66,21,2.61
21,67,2.8705
67,21,2.8705
21,68,1.7651
68,21,1.7651
21,69,1.269
69,21,1.269
21,71,2.5742
71,21,2.5742
21,72,3.0511999999999997
72,21,3.0511999999999997
21,73,3.0859
73,21,3.0859
21,74,3.0135
74,21,3.0135
21,75,3.7251
75,21,3.7251
21,76,3.9508
76,21,3.9508
21,77,2.999
77,21,2.999
21,78,2.9829
78,21,2.9829
21,79,2.9773
79,21,2.9773
21,80,4.303100000000001
80,21,4.303100000000001
21,82,4.416
82,21,4.416
21,83,5.195600000000001
83,21,5.195600000000001
21,84,5.1449
84,21,5.1449
21,85,5.4025
85,21,5.4025
21,86,3.897
86,21,3.897
21,87,3.4164
87,21,3.4164
21,88,3.7629
88,21,3.7629
21,89,1.1975
89,21,1.1975
21,90,2.0485
90,21,2.0485
21,91,2.1294
91,21,2.1294
21,92,3.7965
92,21,3.7965
21,93,4.1711
93,21,4.1711
21,94,4.099
94,21,4.099
21,95,4.2463999999999995
95,21,4.2463999999999995
21,96,5.200699999999999
96,21,5.200699999999999
21,97,5.1353
97,21,5.1353
21,98,2.6952
98,21,2.6952
21,99,1.2775999999999998
99,21,1.2775999999999998
21,100,3.698
100,21,3.698
21,101,2.9471
101,21,2.9471
21,102,3.0348
102,21,3.0348
21,103,4.5658
103,21,4.5658
21,104,4.6244
104,21,4.6244
21,105,4.4567
105,21,4.4567
21,106,4.1075
106,21,4.1075
21,107,4.180899999999999
107,21,4.180899999999999
21,108,3.8946
108,21,3.8946
21,109,2.0534
109,21,2.0534
21,110,4.0247
110,21,4.0247
21,111,2.3753
111,21,2.3753
21,112,2.7224
112,21,2.7224
21,113,0.8717
113,21,0.8717
21,114,1.6232
114,21,1.6232
21,115,2.3156999999999996
115,21,2.3156999999999996
21,116,3.2805999999999997
116,21,3.2805999999999997
21,117,2.1275
117,21,2.1275
22,23,0.3951
23,22,0.3951
22,24,1.2895999999999999
24,22,1.2895999999999999
22,25,1.2979
25,22,1.2979
22,26,1.1036
26,22,1.1036
22,27,2.8996999999999997
27,22,2.8996999999999997
22,28,1.3760999999999999
28,22,1.3760999999999999
22,29,1.8155999999999999
29,22,1.8155999999999999
22,30,1.5499
30,22,1.5499
22,31,1.7914
31,22,1.7914
22,32,0.6557000000000001
32,22,0.6557000000000001
22,33,0.8318
33,22,0.8318
22,34,3.2883
34,22,3.2883
22,35,2.168
35,22,2.168
22,36,2.3655
36,22,2.3655
22,37,2.6483000000000003
37,22,2.6483000000000003
22,38,1.128
38,22,1.128
22,39,2.2441999999999998
39,22,2.2441999999999998
22,40,1.4182000000000001
40,22,1.4182000000000001
22,41,2.5205
41,22,2.5205
22,42,2.522
42,22,2.522
22,43,3.5228
43,22,3.5228
22,44,1.6467
44,22,1.6467
22,45,0.8114
45,22,0.8114
22,47,1.9797
47,22,1.9797
22,48,1.0933
48,22,1.0933
22,49,1.33
49,22,1.33
22,50,2.6594
50,22,2.6594
22,51,2.259
51,22,2.259
22,52,2.7169
52,22,2.7169
22,53,2.7516
53,22,2.7516
22,54,3.505
54,22,3.505
22,55,2.8375
55,22,2.8375
22,56,1.6575
56,22,1.6575
22,57,1.2463
57,22,1.2463
22,58,1.4669
58,22,1.4669
22,59,1.6427
59,22,1.6427
22,60,1.9247
60,22,1.9247
22,61,1.7214
61,22,1.7214
22,62,0.8616
62,22,0.8616
22,63,0.9569
63,22,0.9569
22,64,0.5048
64,22,0.5048
22,65,1.4775999999999998
65,22,1.4775999999999998
22,66,1.7312
66,22,1.7312
22,67,1.9918
67,22,1.9918
22,68,1.4035
68,22,1.4035
22,69,1.2007999999999999
69,22,1.2007999999999999
22,71,2.2585
71,22,2.2585
22,72,2.1689000000000003
72,22,2.1689000000000003
22,73,2.2036
73,22,2.2036
22,74,2.1313
74,22,2.1313
22,75,2.8429
75,22,2.8429
22,76,3.0685
76,22,3.0685
22,77,1.8340999999999998
77,22,1.8340999999999998
22,78,2.1041
78,22,2.1041
22,79,2.0985
79,22,2.0985
22,80,3.4209
80,22,3.4209
22,82,3.5336999999999996
82,22,3.5336999999999996
22,83,4.3134
83,22,4.3134
22,84,4.9715
84,22,4.9715
22,85,4.6938
85,22,4.6938
22,86,3.0148
86,22,3.0148
22,87,2.5342
87,22,2.5342
22,88,2.8806
88,22,2.8806
22,89,1.8477999999999999
89,22,1.8477999999999999
22,90,1.6869
90,22,1.6869
22,91,1.7342
91,22,1.7342
22,92,2.9143000000000003
92,22,2.9143000000000003
22,93,3.2888
93,22,3.2888
22,94,3.2167
94,22,3.2167
22,95,3.3642
95,22,3.3642
22,96,4.3185
96,22,4.3185
22,97,4.253
97,22,4.253
22,98,3.0153000000000003
98,22,3.0153000000000003
22,99,0.7076
99,22,0.7076
22,100,2.8158000000000003
100,22,2.8158000000000003
22,101,2.0648
101,22,2.0648
22,102,1.8699000000000001
102,22,1.8699000000000001
22,103,3.6835
103,22,3.6835
22,104,3.7422
104,22,3.7422
22,105,3.5779
105,22,3.5779
22,106,3.2287
106,22,3.2287
22,107,3.3021
107,22,3.3021
22,108,3.0158
108,22,3.0158
22,109,1.1745999999999999
109,22,1.1745999999999999
22,110,3.1459
110,22,3.1459
22,111,1.4965
111,22,1.4965
22,112,1.8436
112,22,1.8436
22,113,1.3722
113,22,1.3722
22,114,2.2734
114,22,2.2734
22,115,1.437
115,22,1.437
22,116,2.1157
116,22,2.1157
22,117,1.766
117,22,1.766
23,24,2.2091
24,23,2.2091
23,25,2.211
25,23,2.211
23,26,2.5818000000000003
26,23,2.5818000000000003
23,27,4.1429
27,23,4.1429
23,28,2.2956999999999996
28,23,2.2956999999999996
23,29,3.5148
29,23,3.5148
23,30,2.7556
30,23,2.7556
23,31,3.9811
31,23,3.9811
23,32,2.1339
32,23,2.1339
23,33,2.531
33,23,2.531
23,34,4.2014
34,23,4.2014
23,35,3.8672
35,23,3.8672
23,36,3.6086
36,23,3.6086
23,37,4.2672
37,23,4.2672
23,38,1.5141
38,23,1.5141
23,39,3.1573
39,23,3.1573
23,40,3.1174
40,23,3.1174
23,41,3.4335999999999998
41,23,3.4335999999999998
23,42,4.333
42,23,4.333
23,43,4.435899999999999
43,23,4.435899999999999
23,44,2.6064000000000003
44,23,2.6064000000000003
23,45,1.7309
45,23,1.7309
23,47,2.6637
47,23,2.6637
23,48,0.6982
48,23,0.6982
23,49,0.9349
49,23,0.9349
23,50,4.4705
50,23,4.4705
23,51,4.7682
51,23,4.7682
23,52,3.96
52,23,3.96
23,53,4.3705
53,23,4.3705
23,54,4.4182
54,23,4.4182
23,55,3.7506
55,23,3.7506
23,56,2.1108000000000002
56,23,2.1108000000000002
23,57,1.9515
57,23,1.9515
23,58,1.9201
58,23,1.9201
23,59,2.5622
59,23,2.5622
23,60,2.5569
60,23,2.5569
23,61,3.0006999999999997
61,23,3.0006999999999997
23,62,1.6438
62,23,1.6438
23,63,2.0484
63,23,2.0484
23,64,2.1959
64,23,2.1959
23,65,1.0825
65,23,1.0825
23,66,1.3362
66,23,1.3362
23,67,1.5967
67,23,1.5967
23,68,1.5500999999999998
68,23,1.5500999999999998
23,69,1.654
69,23,1.654
23,71,4.1375
71,23,4.1375
23,72,3.8681
72,23,3.8681
23,73,3.9028
73,23,3.9028
23,74,3.8305
74,23,3.8305
23,75,4.542
75,23,4.542
23,76,4.7677
76,23,4.7677
23,77,3.0398
77,23,3.0398
23,78,2.8709000000000002
78,23,2.8709000000000002
23,79,3.0587
79,23,3.0587
23,80,5.12
80,23,5.12
23,82,5.2329
82,23,5.2329
23,83,6.0125
83,23,6.0125
23,84,6.7083
84,23,6.7083
23,85,6.9658
85,23,6.9658
23,86,4.7139
86,23,4.7139
23,87,4.2333
87,23,4.2333
23,88,4.6917
88,23,4.6917
23,89,2.7609
89,23,2.7609
23,90,1.7609000000000001
90,23,1.7609000000000001
23,91,2.1874000000000002
91,23,2.1874000000000002
23,92,4.6133999999999995
92,23,4.6133999999999995
23,93,4.988
93,23,4.988
23,94,4.9159
94,23,4.9159
23,95,5.0633
95,23,5.0633
23,96,6.017600000000001
96,23,6.017600000000001
23,97,5.9521999999999995
97,23,5.9521999999999995
23,98,4.2585
98,23,4.2585
23,99,1.8615
99,23,1.8615
23,100,4.5149
100,23,4.5149
23,101,4.0091
101,23,4.0091
23,102,3.5443000000000002
102,23,3.5443000000000002
23,103,5.4946
103,23,5.4946
23,104,5.5531999999999995
104,23,5.5531999999999995
23,105,4.3447
105,23,4.3447
23,106,3.9955
106,23,3.9955
23,107,4.0689
107,23,4.0689
23,108,3.7826
108,23,3.7826
23,109,1.7608
109,23,1.7608
23,110,3.9126999999999996
110,23,3.9126999999999996
23,111,2.3135
111,23,2.3135
23,112,1.9383
112,23,1.9383
23,113,2.435
113,23,2.435
23,114,2.8806
114,23,2.8806
23,115,1.5317
115,23,1.5317
23,116,3.7902
116,23,3.7902
23,117,1.9078
117,23,1.9078
24,25,2.3691999999999998
25,24,2.3691999999999998
24,26,2.175
26,24,2.175
24,27,3.971
27,24,3.971
24,28,0.7186
28,24,0.7186
24,29,2.2832
29,24,2.2832
24,30,0.9759
30,24,0.9759
24,31,1.6207
31,24,1.6207
24,32,1.7270999999999999
32,24,1.7270999999999999
24,33,1.3695
33,24,1.3695
24,34,4.3596
34,24,4.3596
24,35,2.1944
35,24,2.1944
24,36,3.4368000000000003
36,24,3.4368000000000003
24,37,3.1158
37,24,3.1158
24,38,1.3209000000000002
38,24,1.3209000000000002
24,39,3.3155
39,24,3.3155
24,40,1.9559000000000002
40,24,1.9559000000000002
24,41,3.5918
41,24,3.5918
24,42,1.9377
42,24,1.9377
24,43,4.5941
43,24,4.5941
24,44,0.9891
44,24,0.9891
24,45,0.5147
45,24,0.5147
24,47,3.4107
47,24,3.4107
24,48,1.4452
48,24,1.4452
24,49,1.6819000000000002
49,24,1.6819000000000002
24,50,2.0751
50,24,2.0751
24,51,2.7265
51,24,2.7265
24,52,3.2191
52,24,3.2191
24,53,3.2192
53,24,3.2192
24,54,4.5763
54,24,4.5763
24,55,3.9088000000000003
55,24,3.9088000000000003
24,56,2.8578
56,24,2.8578
24,57,2.6985
57,24,2.6985
24,58,2.6671
58,24,2.6671
24,59,0.6851
59,24,0.6851
24,60,1.2671
60,24,1.2671
24,61,0.8613
61,24,0.8613
24,62,1.677
62,24,1.677
24,63,2.0282
63,24,2.0282
24,64,1.5760999999999998
64,24,1.5760999999999998
24,65,1.8295
65,24,1.8295
24,66,2.0831999999999997
66,24,2.0831999999999997
24,67,2.3436999999999997
67,24,2.3436999999999997
24,68,2.297
68,24,2.297
24,69,2.401
69,24,2.401
24,71,2.7260999999999997
71,24,2.7260999999999997
24,72,2.6884
72,24,2.6884
24,73,2.7231
73,24,2.7231
24,74,2.6508000000000003
74,24,2.6508000000000003
24,75,3.3623000000000003
75,24,3.3623000000000003
24,76,3.588
76,24,3.588
24,77,1.2601
77,24,1.2601
24,78,1.4465999999999999
78,24,1.4465999999999999
24,79,1.0543
79,24,1.0543
24,80,3.9403
80,24,3.9403
24,82,4.0531999999999995
82,24,4.0531999999999995
24,83,4.8067
83,24,4.8067
24,84,5.439
84,24,5.439
24,85,5.1613
85,24,5.1613
24,86,3.4823000000000004
86,24,3.4823000000000004
24,87,2.6828000000000003
87,24,2.6828000000000003
24,88,2.2963
88,24,2.2963
24,89,2.9191
89,24,2.9191
24,90,2.5079000000000002
